,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1015,2480-EJWYP,Female,TRUE,TRUE,FALSE,58,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),97.80000305,5458.799805,FALSE
1016,3253-HKOKL,Female,FALSE,TRUE,TRUE,52,TRUE,FALSE,Fiber optic,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,FALSE,Electronic check,100.3000031,5244.450195,FALSE
1017,7055-HNEOJ,Male,FALSE,TRUE,FALSE,3,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,55.79999924,154.5500031,FALSE
1018,5514-YQENT,Male,FALSE,FALSE,TRUE,41,TRUE,FALSE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Electronic check,111.1500015,4507.149902,FALSE
1019,3211-AAPKX,Male,FALSE,FALSE,FALSE,20,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Mailed check,98.55000305,2031.949951,FALSE
1020,8445-DNBAE,Male,FALSE,FALSE,TRUE,1,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,50.04999924,50.04999924,FALSE
1021,2951-QOQTK,Male,FALSE,FALSE,TRUE,4,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),80.80000305,332.4500122,TRUE
1022,6890-PFRQX,Male,FALSE,FALSE,FALSE,18,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Mailed check,69.5,1199.400024,FALSE
1023,5899-OUVKV,Male,FALSE,FALSE,FALSE,31,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,94.5,2979.199951,FALSE
1024,1621-YNCJH,Female,FALSE,TRUE,FALSE,36,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Credit card (automatic),106.0500031,3834.399902,FALSE
1025,3473-XIIIT,Female,FALSE,TRUE,FALSE,16,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,100,1534.75,TRUE
1026,6362-QHAFM,Male,FALSE,TRUE,FALSE,42,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,One year,TRUE,Electronic check,108.3000031,4586.149902,FALSE
1027,3070-BDOQC,Female,FALSE,FALSE,FALSE,60,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Two year,TRUE,Electronic check,99.65000153,5941.049805,FALSE
1028,2952-QAYZF,Male,FALSE,FALSE,FALSE,5,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,85.30000305,424.1499939,TRUE
1029,6234-PFPXL,Male,FALSE,TRUE,FALSE,22,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,FALSE,Credit card (automatic),95.90000153,2234.949951,FALSE
1030,4763-PGDPO,Female,FALSE,FALSE,FALSE,4,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,70.40000153,281,TRUE
1031,4283-IVYCI,Male,FALSE,FALSE,FALSE,9,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Month-to-month,FALSE,Mailed check,64.94999695,547.7999878,FALSE
1032,1866-OBPNR,Male,FALSE,TRUE,TRUE,1,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),74.59999847,74.59999847,FALSE
1033,8205-MQUGY,Male,FALSE,TRUE,TRUE,12,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,49.20000076,571.1500244,FALSE
1034,8970-ANWXO,Female,FALSE,FALSE,FALSE,23,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,One year,TRUE,Mailed check,73.75,1756.599976,FALSE
1035,9480-BQJEI,Male,FALSE,FALSE,FALSE,62,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,One year,TRUE,Bank transfer (automatic),92.30000305,5731.450195,FALSE
1036,5394-SVGJV,Male,FALSE,FALSE,FALSE,37,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,FALSE,Bank transfer (automatic),98.80000305,3475.550049,TRUE
1037,9777-WJJPR,Male,FALSE,TRUE,FALSE,31,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Credit card (automatic),88.65000153,2683.199951,FALSE
1038,9283-LZQOH,Male,FALSE,TRUE,TRUE,13,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),74.40000153,896.75,TRUE
1039,7079-QRCBC,Female,FALSE,FALSE,FALSE,24,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,98.75,2407.300049,TRUE
1040,9495-SKLKD,Male,FALSE,TRUE,TRUE,45,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),95.94999695,4456.649902,FALSE
1041,6048-UWKAL,Female,TRUE,TRUE,FALSE,69,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Two year,FALSE,Credit card (automatic),105.4000015,6998.950195,FALSE
1042,5469-CTCWN,Male,FALSE,TRUE,TRUE,61,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,106,6547.700195,TRUE
1043,9851-QXEEQ,Male,FALSE,FALSE,FALSE,41,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,104.6999969,4346.399902,TRUE
1044,9290-SHCMB,Female,TRUE,FALSE,FALSE,13,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,96.84999847,1235.550049,FALSE
1045,0743-HNPFG,Female,FALSE,TRUE,TRUE,51,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,One year,TRUE,Credit card (automatic),69.75,3562.5,FALSE
1046,2277-BKJKN,Female,TRUE,TRUE,FALSE,71,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Two year,TRUE,Electronic check,99.19999695,7213.75,FALSE
1047,9809-IMGCQ,Male,TRUE,FALSE,FALSE,22,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,96.69999695,2082.949951,TRUE
1048,5208-HFSBT,Female,FALSE,FALSE,FALSE,2,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),55.04999924,102.75,TRUE
1049,5035-PGZXH,Female,FALSE,FALSE,FALSE,56,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,106.8000031,5914.399902,FALSE
1050,8695-WDYEA,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,51.25,51.25,FALSE
1051,6543-JXSOO,Female,FALSE,TRUE,TRUE,23,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,One year,TRUE,Mailed check,57.75,1282.849976,FALSE
1052,8016-ZMGMO,Female,TRUE,TRUE,FALSE,66,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,TRUE,Bank transfer (automatic),70.84999847,4738.850098,FALSE
1053,3254-YRILK,Male,TRUE,FALSE,FALSE,19,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,88.19999695,1775.800049,TRUE
1054,6416-YJTTB,Male,FALSE,FALSE,FALSE,11,TRUE,FALSE,Fiber optic,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),79.5,795.6500244,FALSE
1055,4472-VESGY,Female,FALSE,TRUE,TRUE,52,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Bank transfer (automatic),98.15000153,4993.399902,FALSE
1056,3128-YOVTD,Female,FALSE,TRUE,TRUE,51,TRUE,FALSE,Fiber optic,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),79.15000153,4018.550049,FALSE
1057,0529-ONKER,Male,TRUE,FALSE,FALSE,15,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,75.65000153,1146.650024,TRUE
1058,1728-CXQBE,Male,TRUE,TRUE,FALSE,64,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,94.25,6081.399902,FALSE
1059,5724-BIDBU,Male,FALSE,TRUE,FALSE,49,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,One year,TRUE,Electronic check,55.34999847,2633.949951,FALSE
1060,0481-SUMCB,Female,TRUE,FALSE,FALSE,45,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),102.1500015,4735.350098,FALSE
1061,1769-GRUIK,Female,FALSE,FALSE,FALSE,18,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,71.09999847,1247.75,FALSE
1062,5240-IJOQT,Male,TRUE,FALSE,FALSE,1,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.69999695,74.69999695,TRUE
1063,2811-POVEX,Female,TRUE,TRUE,TRUE,23,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),88.44999695,2130.550049,FALSE
1064,1092-GANHU,Male,FALSE,FALSE,FALSE,17,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,76.65000153,1313.550049,TRUE
1065,7898-PDWQE,Male,FALSE,TRUE,FALSE,71,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,FALSE,Credit card (automatic),80.40000153,5727.149902,FALSE
1066,9314-IJWSQ,Female,FALSE,TRUE,TRUE,14,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,84.80000305,1203.900024,FALSE
1067,1921-KYSAY,Female,FALSE,FALSE,FALSE,41,TRUE,TRUE,DSL,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,One year,TRUE,Electronic check,68.59999847,2877.050049,FALSE
1068,6198-RTPMF,Female,FALSE,TRUE,FALSE,17,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,92.59999847,1579.699951,FALSE
1069,2924-KHUVI,Male,FALSE,TRUE,FALSE,56,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,100.5500031,5514.950195,FALSE
1070,9207-ZPANB,Male,FALSE,FALSE,FALSE,37,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,One year,FALSE,Electronic check,67.44999695,2443.300049,FALSE
1071,5766-XQXMQ,Female,FALSE,FALSE,FALSE,29,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),68.84999847,1970.5,TRUE
1072,9327-QSDED,Male,FALSE,FALSE,FALSE,8,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,43.54999924,335.3999939,FALSE
1073,1656-DRSMG,Female,FALSE,FALSE,FALSE,63,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),109.8499985,7002.950195,FALSE
1074,2984-AFWNC,Female,FALSE,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,95.40000153,293.1499939,FALSE
1075,8096-LOIST,Female,FALSE,FALSE,FALSE,19,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,56.20000076,1093.400024,FALSE
1076,3703-VAVCL,Male,FALSE,TRUE,TRUE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Month-to-month,FALSE,Credit card (automatic),90,190.0500031,TRUE
1077,8519-QJGJD,Female,FALSE,FALSE,FALSE,14,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,75.34999847,1025.949951,TRUE
1078,7905-NJMXS,Male,TRUE,TRUE,FALSE,7,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,64.19999695,475,FALSE
1079,2882-WDTBA,Male,FALSE,TRUE,TRUE,69,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Two year,TRUE,Bank transfer (automatic),75.75,5388.149902,FALSE
1080,2091-GPPIQ,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Two year,TRUE,Electronic check,78.94999695,5730.149902,FALSE
1081,6326-MTTXK,Male,FALSE,FALSE,FALSE,8,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,100.8499985,819.5499878,TRUE
1082,5071-FBJFS,Female,FALSE,TRUE,TRUE,4,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,50.29999924,217.1000061,FALSE
1083,2796-UUZZO,Male,FALSE,TRUE,TRUE,63,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),80.30000305,4896.350098,FALSE
1084,0330-IVZHA,Female,FALSE,TRUE,FALSE,5,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,69.94999695,330.1499939,TRUE
1085,3794-NFNCH,Male,FALSE,TRUE,FALSE,30,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,50,1474.900024,FALSE
1086,5193-QLVZB,Male,FALSE,FALSE,FALSE,63,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),104.75,6536.5,FALSE
1087,2886-KEFUM,Female,FALSE,TRUE,FALSE,63,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,107.5,6873.75,TRUE
1088,5522-NYKPB,Male,FALSE,TRUE,TRUE,25,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,85.90000153,2199.050049,FALSE
1089,4237-RLAQD,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,45.84999847,45.84999847,TRUE
1090,9957-YODKZ,Male,TRUE,TRUE,FALSE,6,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,80.80000305,457.1000061,FALSE
1091,2245-ADZFJ,Female,FALSE,TRUE,TRUE,31,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),80.55000305,2471.600098,FALSE
1092,7776-QGYJC,Female,FALSE,TRUE,TRUE,39,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),81.5,3107.300049,FALSE
1093,9651-GTSAQ,Female,FALSE,TRUE,FALSE,53,TRUE,FALSE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),106.0999985,5769.75,TRUE
1094,3186-BAXNB,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,91.69999695,91.69999695,TRUE
1095,4672-FOTSD,Male,FALSE,FALSE,FALSE,12,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,67.25,832.2999878,FALSE
1096,0637-YLETY,Female,FALSE,FALSE,FALSE,16,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Credit card (automatic),95.59999847,1555.650024,TRUE
1097,1157-BQCUW,Male,FALSE,FALSE,FALSE,1,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.94999695,74.94999695,TRUE
1098,3223-DWFIO,Male,TRUE,FALSE,FALSE,4,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,69.34999847,261.6499939,FALSE
1099,2660-EMUBI,Male,TRUE,FALSE,FALSE,10,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,95.34999847,898.3499756,TRUE
1100,6968-GMKPR,Female,FALSE,FALSE,FALSE,55,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,81.55000305,4509.5,FALSE
1101,4751-ERMAN,Male,FALSE,TRUE,TRUE,72,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),75.40000153,5480.25,FALSE
1102,1436-ZMJAN,Female,FALSE,TRUE,FALSE,10,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),67.80000305,653.1500244,FALSE
1103,3292-PBZEJ,Male,TRUE,FALSE,FALSE,11,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,111.4000015,1183.050049,FALSE
1104,0799-DDIHE,Female,FALSE,TRUE,TRUE,15,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,46.29999924,639.4500122,FALSE
1105,7675-OZCZG,Female,TRUE,FALSE,FALSE,3,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,45,127.0999985,TRUE
1106,5014-WUQMG,Male,FALSE,TRUE,TRUE,47,TRUE,FALSE,Fiber optic,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,One year,TRUE,Electronic check,96.09999847,4391.450195,FALSE
1107,2003-CKLOR,Male,FALSE,FALSE,FALSE,66,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,99.5,6710.5,TRUE
1108,0993-OSGPT,Female,TRUE,TRUE,FALSE,68,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,One year,TRUE,Bank transfer (automatic),60.65000153,3975.899902,FALSE
1109,9254-RBFON,Female,FALSE,TRUE,TRUE,17,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,One year,FALSE,Bank transfer (automatic),98.59999847,1704.949951,TRUE
1110,1205-WNWPJ,Female,FALSE,FALSE,FALSE,7,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Mailed check,59.5,415.9500122,TRUE
1111,9391-EOYLI,Male,TRUE,TRUE,FALSE,12,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,80.44999695,950.2000122,TRUE
1112,7108-DGVUU,Female,TRUE,TRUE,FALSE,21,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,One year,FALSE,Bank transfer (automatic),71.69999695,1497.050049,FALSE
1113,5127-BZENZ,Female,FALSE,TRUE,TRUE,56,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,One year,FALSE,Bank transfer (automatic),65.19999695,3512.149902,FALSE
1114,2720-FVBQP,Female,FALSE,TRUE,TRUE,6,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),48.95000076,273.25,FALSE
1115,4522-XRWWI,Male,FALSE,TRUE,FALSE,42,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,One year,FALSE,Credit card (automatic),80.44999695,3375.899902,FALSE
1116,3766-EJLFL,Female,FALSE,TRUE,TRUE,68,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),109.0500031,7508.549805,FALSE
1117,8152-UOBNY,Female,TRUE,FALSE,FALSE,50,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,One year,TRUE,Electronic check,106.8000031,5347.950195,FALSE
1118,7351-KYHQH,Female,TRUE,FALSE,FALSE,7,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,64.94999695,493.6499939,FALSE
1119,8387-MOJJT,Female,FALSE,TRUE,TRUE,42,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Credit card (automatic),77.94999695,3384,TRUE
1120,2761-OCIAX,Male,TRUE,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.69999695,165.3999939,TRUE
1121,7321-VGNKU,Female,FALSE,TRUE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,70.34999847,120.25,FALSE
1122,5327-CNLUQ,Male,FALSE,TRUE,FALSE,48,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Two year,TRUE,Bank transfer (automatic),96.90000153,4473.450195,FALSE
1123,5816-JMLGY,Female,FALSE,TRUE,TRUE,70,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),80.40000153,5717.850098,FALSE
1124,3068-OMWZA,Male,TRUE,FALSE,FALSE,1,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,88.80000305,88.80000305,TRUE
1125,2927-QRRQV,Male,FALSE,TRUE,FALSE,46,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,TRUE,Electronic check,94.65000153,4312.5,FALSE
1126,6032-KRXXO,Male,FALSE,FALSE,FALSE,30,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,90.25,2755.350098,TRUE
1127,7459-RRWQZ,Female,FALSE,FALSE,FALSE,15,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),64.65000153,994.5499878,TRUE
1128,6265-SXWBU,Male,FALSE,TRUE,TRUE,69,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,FALSE,Credit card (automatic),95.75,6511.25,FALSE
1129,6374-NTQLP,Male,TRUE,TRUE,TRUE,72,TRUE,FALSE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),104.0999985,7447.700195,FALSE
1130,4154-AQUGT,Male,TRUE,TRUE,FALSE,13,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),89.05000305,1169.349976,TRUE
1131,3584-WKTTW,Male,FALSE,TRUE,FALSE,51,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,One year,TRUE,Electronic check,111.5500031,5720.350098,FALSE
1132,3399-BMLVW,Male,FALSE,TRUE,TRUE,51,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Two year,FALSE,Credit card (automatic),60.5,3121.449951,FALSE
1133,1971-DTCZB,Female,FALSE,TRUE,FALSE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),90.94999695,6468.600098,FALSE
1134,3092-IGHWF,Male,FALSE,TRUE,TRUE,67,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,FALSE,Electronic check,87.40000153,5918.799805,TRUE
1135,4939-KYYPY,Male,FALSE,FALSE,FALSE,27,TRUE,TRUE,DSL,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,59.45000076,1611.650024,FALSE
1136,8017-LXHFA,Female,TRUE,FALSE,FALSE,23,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,94.75,2293.600098,TRUE
1137,5930-GBIWP,Male,FALSE,FALSE,FALSE,69,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Credit card (automatic),81.5,5553.25,FALSE
