,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
701,1,0,0,0,0.464788732,1,0,0,0,0,0,0,0,1,0.513986006,0.277098696,1,0,1,0,1,0,0,0,1,0,0
702,1,1,0,0,0.042253521,1,1,0,0,0,0,1,1,1,0.756743276,0.0468834,1,0,1,0,1,0,0,0,0,1,0
703,0,0,0,0,0.014084507,1,0,0,0,0,1,1,1,0,0.51698304,0.01312527,0,1,0,0,1,0,0,0,0,1,0
704,1,0,0,0,0.084507042,1,0,0,0,1,0,1,1,1,0.76723274,0.074214712,1,0,1,0,1,0,0,0,0,1,0
705,0,1,1,0,0.366197183,1,1,0,0,0,0,0,0,1,0.56893106,0.21674324,1,0,1,0,1,0,0,0,0,1,0
706,0,0,1,1,0.042253521,1,0,0,0,0,0,0,0,1,0.509490532,0.030752781,0,0,1,0,1,0,0,0,0,0,1
707,1,1,1,0,0.732394366,1,1,0,0,0,0,1,1,1,0.772227745,0.577650629,0,0,1,0,0,1,0,0,1,0,0
708,1,0,0,0,0.23943662,1,1,0,0,0,1,0,1,1,0.714785189,0.184239272,1,0,1,0,1,0,0,0,0,1,0
709,1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.503496465,0.011663054,1,0,1,0,1,0,0,0,0,1,0
710,0,0,1,1,0.436619718,1,1,1,0,0,0,1,1,1,0.809190828,0.368247352,1,0,1,0,1,0,0,0,1,0,0
711,0,0,0,0,0.028169014,1,0,1,0,0,0,0,0,1,0.315684326,0.016413814,0,1,0,0,1,0,0,0,0,0,1
712,0,0,0,0,0.112676056,1,0,0,0,0,1,1,1,1,0.772727276,0.093466264,0,0,1,0,1,0,0,1,0,0,0
713,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.309190805,0.003542841,0,1,0,0,1,0,0,0,0,1,0
714,0,0,1,1,0.23943662,1,0,0,0,1,0,0,1,0,0.38861139,0.112353703,1,1,0,0,1,0,0,0,0,1,0
715,0,0,1,1,0.154929577,1,0,0,0,0,0,0,1,0,0.350649361,0.07831238,1,1,0,0,0,1,0,0,1,0,0
716,0,0,1,0,0.985915493,1,1,1,1,1,1,0,1,1,0.61488509,0.643438798,0,1,0,0,0,0,1,0,0,0,1
717,1,0,1,1,0.535211268,1,0,1,0,0,0,0,0,0,0.324675312,0.236630545,0,1,0,0,1,0,0,0,1,0,0
718,0,0,1,0,0.38028169,1,0,1,0,0,1,0,0,0,0.357642337,0.162704806,0,1,0,0,0,1,0,0,0,0,1
719,1,1,0,0,0.056338028,1,0,0,1,0,0,1,0,1,0.66083912,0.04319029,0,0,1,0,1,0,0,0,0,1,0
720,1,1,1,0,0.61971831,1,0,0,0,1,0,0,1,1,0.674825149,0.444167022,0,0,1,0,1,0,0,0,0,1,0
721,0,0,0,0,0.507042254,1,0,0,0,0,0,0,0,1,0.517482494,0.292911418,0,0,1,0,1,0,0,0,0,0,1
722,1,1,1,0,0.830985915,1,0,1,1,1,1,1,1,1,0.9135864,0.768617263,0,0,1,0,0,0,1,1,0,0,0
723,0,1,0,0,0.098591549,1,1,0,0,1,0,1,1,1,0.819680292,0.092535764,1,0,1,0,1,0,0,0,0,1,0
724,1,0,0,0,0.647887324,1,1,1,0,1,0,1,0,0,0.762737267,0.531298945,0,0,1,0,0,1,0,0,1,0,0
725,0,0,1,1,0.352112676,1,1,0,0,0,0,1,0,1,0.651348642,0.237162271,1,0,1,0,1,0,0,0,0,1,0
726,1,1,1,1,0.028169014,1,0,1,0,0,1,1,0,1,0.696803217,0.02946395,1,0,1,0,1,0,0,0,0,0,1
727,1,0,1,1,0.690140845,1,0,0,0,0,0,0,0,1,0.511488504,0.409056489,0,0,1,0,1,0,0,1,0,0,0
728,0,0,1,1,0.366197183,1,1,0,0,0,1,1,1,0,0.529970007,0.224042766,0,1,0,0,1,0,0,1,0,0,0
729,1,1,0,0,0.098591549,1,0,0,0,1,0,1,1,1,0.734765208,0.082196216,1,0,1,0,1,0,0,0,0,1,0
730,1,0,1,0,0.985915493,1,0,1,0,1,1,1,1,0,0.632367608,0.682623887,0,1,0,0,0,0,1,1,0,0,0
731,0,0,1,1,0.943661972,1,1,1,1,1,1,1,1,1,0.960539415,0.905187123,0,0,1,0,0,0,1,1,0,0,0
732,0,0,1,0,0.774647887,1,0,0,0,0,0,0,1,1,0.622877129,0.524623609,0,0,1,0,0,1,0,0,0,1,0
733,0,0,1,0,0.521126761,1,0,1,1,0,0,0,0,1,0.608391569,0.34610028,1,0,1,0,1,0,0,0,0,1,0
734,0,1,0,0,0.183098592,1,0,0,0,0,0,1,1,0,0.718281677,0.144169915,1,0,1,0,1,0,0,0,1,0,0
735,1,0,1,1,0.183098592,1,0,0,0,0,0,0,0,0,0.515983978,0.118786303,0,0,1,0,1,0,0,0,0,1,0
736,0,0,1,1,0.436619718,1,0,0,0,0,0,0,0,1,0.511488504,0.26921542,1,0,1,0,1,0,0,1,0,0,0
737,1,0,0,0,0.098591549,1,0,1,0,0,1,0,0,0,0.356643351,0.049576651,0,1,0,0,0,1,0,1,0,0,0
738,1,0,1,1,0.591549296,1,1,0,0,1,0,1,1,1,0.806693325,0.484450246,0,0,1,0,1,0,0,1,0,0,0
739,1,0,0,0,0.718309859,1,1,1,0,1,1,1,0,0,0.553946046,0.446039578,0,1,0,0,0,1,0,0,1,0,0
740,0,0,0,0,0.028169014,1,0,0,0,0,1,0,0,1,0.316683312,0.015425517,0,1,0,0,1,0,0,0,0,0,1
741,1,0,0,0,0.549295775,1,1,0,0,1,1,1,1,1,0.621378612,0.368709713,0,1,0,0,0,1,0,0,0,0,1
742,0,0,1,0,0.549295775,1,1,0,0,0,0,1,1,1,0.784715258,0.426308331,1,0,1,0,1,0,0,1,0,0,0
743,1,0,0,0,0.056338028,1,0,0,0,0,0,0,1,1,0.613886105,0.045502095,1,0,1,0,1,0,0,0,0,1,0
744,1,0,0,0,0.126760563,1,0,1,0,0,0,1,0,1,0.66083912,0.093997976,1,0,1,0,1,0,0,0,0,0,1
745,0,0,1,1,0.014084507,1,0,0,0,0,0,1,1,1,0.709290729,0.019268892,1,0,1,0,1,0,0,1,0,0,0
746,0,0,0,0,0.309859155,1,1,0,0,0,1,1,0,1,0.719780194,0.222436058,1,0,1,0,1,0,0,0,0,1,0
747,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.937562438,0.927958399,0,0,1,0,0,0,1,0,0,1,0
748,1,0,1,0,0.464788732,1,0,0,0,0,1,0,0,0,0.316183819,0.207652079,0,1,0,0,1,0,0,1,0,0,0
749,0,0,0,0,0.126760563,1,0,1,0,0,1,1,0,0,0.43656343,0.068672159,0,1,0,0,1,0,0,1,0,0,0
750,1,0,0,0,0.183098592,1,0,1,0,0,1,0,0,0,0.371128873,0.0897327,0,1,0,0,0,1,0,0,0,0,1
751,1,0,0,0,0.309859155,1,1,1,0,0,0,1,0,1,0.714285734,0.248628817,1,0,1,0,1,0,0,1,0,0,0
752,0,0,1,0,0.323943662,1,0,1,0,0,1,0,1,1,0.706293696,0.253298651,0,0,1,0,1,0,0,0,0,1,0
753,0,0,1,0,0.676056338,1,1,0,1,0,0,1,1,1,0.804195823,0.558867216,1,0,1,0,1,0,0,1,0,0,0
754,0,1,0,0,0.267605634,1,0,1,0,0,1,0,0,0,0.354145849,0.119872854,0,1,0,0,0,1,0,0,0,0,1
755,1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.511488504,0.014529693,1,0,1,0,1,0,0,1,0,0,0
756,1,0,0,0,0.014084507,1,0,0,1,0,0,0,0,1,0.304695293,0.008351394,1,1,0,0,1,0,0,0,1,0,0
757,0,0,0,0,0.084507042,1,1,0,0,1,0,1,1,1,0.794205813,0.08023696,1,0,1,0,1,0,0,1,0,0,0
758,1,0,1,1,0.816901408,1,1,0,1,0,1,0,1,1,0.780219784,0.642907072,0,0,1,0,1,0,0,1,0,0,0
759,1,0,0,0,0.563380282,1,1,1,1,1,1,1,1,1,0.958541444,0.521150145,1,0,1,0,1,0,0,1,0,0,0
760,1,1,0,0,0.816901408,1,1,0,1,0,0,0,0,1,0.605894066,0.52842076,0,0,1,0,0,0,1,0,1,0,0
761,1,0,1,1,0.028169014,1,0,0,0,0,0,0,0,1,0.509490532,0.020962288,0,0,1,0,1,0,0,0,0,1,0
762,0,1,1,0,0.633802817,1,1,0,0,1,0,1,1,1,0.802197775,0.525478966,0,0,1,0,1,0,0,0,0,1,0
763,0,0,0,0,0.014084507,1,0,0,0,0,0,0,1,1,0.623376584,0.017604392,1,0,1,0,1,0,0,0,0,1,0
764,1,1,0,0,0.169014085,1,0,0,0,1,0,0,0,1,0.556943079,0.106516397,1,0,1,0,1,0,0,0,0,1,0
765,1,1,0,0,0.14084507,1,0,0,0,0,0,1,1,0,0.71078917,0.118925005,1,0,1,0,1,0,0,1,0,0,0
766,0,0,0,0,0.436619718,1,1,1,0,0,1,0,0,0,0.690309695,0.317589932,0,0,1,0,1,0,0,1,0,0,0
767,0,1,1,0,0.225352113,1,1,0,0,1,0,1,1,1,0.818181775,0.185360491,1,0,1,0,1,0,0,0,1,0,0
768,1,0,0,0,0.211267606,1,1,0,0,0,0,0,0,1,0.561438553,0.128362951,0,0,1,0,1,0,0,0,1,0,0
769,1,0,0,0,0.704225352,1,1,1,1,1,0,1,1,0,0.888111844,0.654477665,0,0,1,0,0,1,0,1,0,0,0
770,0,0,0,0,0.394366197,1,0,0,0,1,1,1,1,1,0.567432544,0.257194036,0,1,0,0,0,1,0,1,0,0,0
771,0,0,1,0,0.971830986,1,0,1,1,1,1,0,0,0,0.463536426,0.520664644,0,1,0,0,0,0,1,0,1,0,0
772,1,0,1,1,0.985915493,1,1,1,0,1,1,0,1,0,0.818181775,0.825412535,0,0,1,0,0,0,1,0,0,1,0
773,0,0,1,1,0.563380282,1,1,0,1,1,0,1,0,0,0.499000992,0.3260916,0,1,0,0,0,1,0,1,0,0,0
774,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.619380641,0.007131918,0,0,1,0,1,0,0,0,0,1,0
775,1,0,1,0,0.084507042,1,0,1,0,1,1,1,1,0,0.626373617,0.064875015,0,1,0,0,1,0,0,1,0,0,0
776,0,0,1,1,0.338028169,1,0,0,0,0,0,1,1,1,0.717782222,0.249646016,1,0,1,0,0,1,0,0,0,1,0
777,0,0,1,1,0.929577465,1,1,1,1,0,1,0,0,0,0.709290729,0.695818501,0,0,1,0,0,1,0,0,0,1,0
778,0,0,1,1,0.056338028,1,1,0,0,0,1,0,0,1,0.371128873,0.02780523,0,1,0,0,1,0,0,0,0,0,1
779,0,0,1,1,0.028169014,1,0,0,1,1,0,0,0,1,0.375624385,0.017257621,1,1,0,0,1,0,0,0,0,0,1
780,0,0,1,1,0.746478873,1,1,0,1,0,1,1,1,1,0.865634322,0.649501528,0,0,1,0,0,1,0,0,0,1,0
781,1,0,1,0,0.112676056,1,0,0,0,0,0,0,1,1,0.611388602,0.086721569,0,0,1,0,1,0,0,0,0,1,0
782,1,0,0,0,0.873239437,1,1,0,1,0,0,1,1,0,0.788211746,0.720606849,0,0,1,0,0,0,1,1,0,0,0
783,0,0,1,0,0.549295775,1,0,0,1,0,0,0,0,1,0.315684326,0.235763618,0,1,0,0,1,0,0,0,0,0,1
784,1,0,0,0,0.042253521,1,0,1,0,1,1,0,1,1,0.757742262,0.042577664,1,0,1,0,1,0,0,1,0,0,0
785,1,1,0,0,0.985915493,1,1,1,1,1,1,1,1,0,0.712287686,0.725282496,0,1,0,0,0,0,1,0,0,0,1
786,1,0,1,0,0.507042254,1,1,0,0,1,0,0,0,1,0.603396564,0.326056917,1,0,1,0,1,0,0,0,1,0,0
787,0,0,1,0,0.436619718,1,1,0,1,0,0,1,1,1,0.802197775,0.361456426,0,0,1,0,1,0,0,0,1,0,0
788,0,0,0,0,0.535211268,1,1,0,0,0,1,0,0,1,0.352647332,0.252200543,0,1,0,0,0,0,1,0,1,0,0
789,0,0,0,0,0.718309859,1,1,0,0,1,0,0,1,1,0.708291667,0.526964312,0,0,1,0,0,0,1,0,1,0,0
790,1,0,1,1,0.661971831,1,1,1,1,0,0,1,1,1,0.866133853,0.575483312,0,0,1,0,1,0,0,0,1,0,0
791,0,0,0,0,0.267605634,1,0,0,0,0,0,0,0,0,0.519480542,0.170460922,0,0,1,0,1,0,0,0,1,0,0
792,1,0,0,0,0.690140845,1,1,1,0,1,1,1,1,1,0.638861129,0.480884277,0,1,0,0,0,1,0,0,1,0,0
793,0,0,1,1,0.338028169,1,0,1,1,1,0,0,0,1,0.430069908,0.184036989,0,1,0,0,0,1,0,1,0,0,0
794,0,0,0,0,0.154929577,1,0,0,1,0,0,0,0,1,0.304695293,0.06637191,0,1,0,0,1,0,0,1,0,0,0
795,0,1,1,0,0.535211268,1,1,0,1,1,0,1,1,1,0.870129872,0.49310213,1,0,1,0,1,0,0,0,0,1,0
796,0,0,0,0,0.084507042,1,0,0,0,1,0,0,0,0,0.560439567,0.060765784,1,0,1,0,1,0,0,0,0,0,1
797,1,0,1,1,0.309859155,1,0,1,1,1,1,0,0,1,0.476523469,0.175113429,0,1,0,0,0,1,0,0,0,0,1
798,0,1,0,0,0.647887324,1,1,0,0,0,0,1,0,1,0.674325695,0.444646739,0,0,1,0,1,0,0,0,1,0,0
799,1,0,1,0,0.183098592,1,1,1,0,0,0,1,0,1,0.461038924,0.106591533,1,1,0,0,1,0,0,1,0,0,0
800,1,1,1,0,0.14084507,1,1,0,0,1,1,1,1,1,0.854145872,0.128859994,1,0,1,0,1,0,0,1,0,0,0
801,1,0,1,1,0.352112676,1,0,1,1,0,0,0,0,0,0.633366593,0.237098691,0,0,1,0,1,0,0,0,0,1,0
802,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.960039961,0.961144366,0,0,1,0,0,0,1,1,0,0,0
803,0,0,1,1,0.14084507,1,1,1,0,0,0,1,0,1,0.465534474,0.081433316,0,1,0,0,1,0,0,1,0,0,0
804,1,0,0,1,0.169014085,1,1,1,1,1,1,1,1,0,0.703296662,0.132108077,0,1,0,0,0,0,1,0,1,0,0
805,0,1,1,1,0.14084507,1,1,0,0,0,0,0,0,1,0.565934027,0.08743823,0,0,1,0,1,0,0,0,1,0,0
806,0,0,1,0,0.23943662,1,1,0,1,0,0,0,0,0,0.382117869,0.12204017,0,1,0,0,1,0,0,0,1,0,0
807,1,0,1,0,0.436619718,1,0,1,0,0,0,0,0,1,0.56893106,0.266533732,0,0,1,0,1,0,0,1,0,0,0
808,1,0,0,0,0.028169014,1,1,0,0,0,0,1,0,1,0.41658341,0.017529259,0,1,0,0,1,0,0,0,0,1,0
809,1,0,0,0,0.014084507,1,1,0,0,0,0,1,1,1,0.765234769,0.02058084,1,0,1,0,1,0,0,0,0,1,0
810,0,0,1,1,0.169014085,1,0,0,0,1,0,1,1,1,0.780219784,0.132235223,1,0,1,0,1,0,0,0,0,0,1
811,0,0,0,0,0.084507042,1,0,0,0,0,0,1,0,0,0.362637342,0.040635746,0,1,0,0,1,0,0,0,0,0,1
812,1,0,1,0,0.718309859,1,0,1,0,1,0,1,0,1,0.457042981,0.392053183,0,1,0,0,0,1,0,0,0,0,1
813,0,0,1,0,0.971830986,1,1,0,1,1,1,1,0,0,0.574925051,0.606317006,0,1,0,0,0,0,1,0,1,0,0
814,1,1,1,0,0.85915493,1,1,0,1,1,0,1,0,1,0.793206751,0.684028297,0,0,1,0,0,1,0,0,1,0,0
815,1,0,1,0,0.830985915,1,1,1,1,0,0,0,1,1,0.754745228,0.630781668,0,0,1,0,1,0,0,0,1,0,0
816,1,1,1,0,0.028169014,1,0,0,0,0,0,1,0,1,0.617882124,0.023719116,1,0,1,0,1,0,0,0,0,1,0
817,1,1,1,0,0.309859155,1,0,1,0,0,0,1,1,1,0.764735238,0.26668979,0,0,1,0,1,0,0,0,0,1,0
818,1,0,0,0,0.929577465,1,0,1,0,1,1,0,1,1,0.537462514,0.57478977,0,1,0,0,0,1,0,1,0,0,0
819,1,0,0,0,0.154929577,1,1,0,1,0,0,1,0,1,0.711288701,0.119468288,1,0,1,0,1,0,0,1,0,0,0
820,1,1,1,0,0.985915493,1,1,1,1,1,1,0,1,1,0.640859101,0.671850911,0,1,0,0,0,0,1,1,0,0,0
821,1,0,0,0,0.056338028,1,1,1,0,0,0,0,0,1,0.352147839,0.030642972,0,1,0,0,1,0,0,0,0,1,0
822,0,0,0,0,0.352112676,1,1,0,0,0,0,0,0,1,0.329670317,0.147556714,0,1,0,0,0,1,0,0,1,0,0
823,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.953546439,0.933310204,0,0,1,0,0,0,1,0,0,1,0
824,0,0,1,0,0.830985915,1,0,0,1,0,0,1,1,1,0.757742262,0.646311227,1,0,1,0,0,1,0,0,0,1,0
825,1,1,1,1,0.436619718,1,1,0,1,0,0,1,1,1,0.81768232,0.369750025,0,0,1,0,1,0,0,0,0,1,0
826,1,0,0,0,0.183098592,1,1,0,1,0,0,0,0,1,0.356643351,0.087195493,0,1,0,0,0,1,0,0,0,0,1
827,1,0,0,0,0.169014085,1,1,1,0,0,0,0,0,1,0.613886105,0.116803927,0,0,1,0,1,0,0,0,1,0,0
828,1,0,0,0,0.070422535,1,1,0,1,1,1,1,1,1,0.912587414,0.075203007,1,0,1,0,1,0,0,0,1,0,0
829,1,0,0,0,0.633802817,1,1,1,0,1,0,1,1,0,0.605894066,0.413229308,0,1,0,0,0,0,1,0,0,0,1
830,0,0,0,0,0.197183099,1,0,0,0,1,1,1,1,1,0.8271728,0.17744256,1,0,1,0,1,0,0,0,0,1,0
831,0,1,1,0,0.591549296,1,1,0,1,0,1,1,0,1,0.756743276,0.454766641,0,0,1,0,1,0,0,0,0,1,0
832,0,0,0,0,0.535211268,1,0,0,0,0,1,0,0,1,0.3121878,0.225666814,0,1,0,0,0,0,1,1,0,0,0
833,0,1,0,0,0.281690141,1,0,0,0,1,0,1,0,1,0.414585401,0.140707993,1,1,0,0,1,0,0,1,0,0,0
834,1,0,1,0,0.732394366,1,0,0,0,0,1,1,1,1,0.748251707,0.560999878,0,0,1,0,0,1,0,0,0,1,0
835,0,0,1,1,0.23943662,1,0,1,0,1,0,1,0,1,0.692807198,0.171264268,0,0,1,0,1,0,0,0,0,0,1
836,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.415584425,0.004773877,1,1,0,0,1,0,0,0,0,1,0
837,1,0,1,0,0.802816901,1,1,1,0,0,1,0,0,1,0.424575411,0.399930646,0,1,0,0,0,1,0,1,0,0,0
838,1,1,0,0,0.985915493,1,1,0,0,1,0,1,1,0,0.854145872,0.854755071,0,0,1,0,0,0,1,1,0,0,0
839,1,0,0,0,0.478873239,1,0,0,0,1,1,1,1,1,0.806193794,0.406085826,0,0,1,0,0,1,0,0,0,1,0
840,0,0,0,0,0.028169014,1,0,0,0,1,0,0,1,0,0.67082913,0.027498916,0,0,1,0,1,0,0,0,1,0,0
841,0,0,0,0,0.521126761,1,1,1,1,0,0,1,1,1,0.862137834,0.447149256,0,0,1,0,0,1,0,0,0,1,0
842,0,0,1,1,0.478873239,1,1,1,1,1,1,0,0,1,0.505494513,0.285658131,0,1,0,0,0,0,1,0,1,0,0
843,0,0,0,0,0.084507042,1,1,0,0,1,0,1,0,1,0.718281677,0.066418149,1,0,1,0,1,0,0,0,0,1,0
844,1,0,0,0,0.647887324,1,0,0,0,1,1,1,1,0,0.55844152,0.403577523,0,1,0,0,0,0,1,0,0,0,1
845,1,0,0,0,0.183098592,1,0,0,1,0,0,0,0,0,0.318681321,0.086299669,0,1,0,0,1,0,0,0,0,1,0
846,1,1,1,0,0.267605634,1,0,0,1,0,0,0,1,1,0.414085908,0.143389681,0,1,0,0,1,0,0,0,0,1,0
847,0,0,1,0,0.915492958,1,1,1,1,0,1,1,1,0,0.666333656,0.6380003,0,1,0,0,0,0,1,0,0,1,0
848,1,0,1,0,0.225352113,1,1,1,0,0,0,0,0,0,0.602897109,0.153746563,0,0,1,0,1,0,0,0,0,1,0
849,0,0,0,0,0.507042254,1,1,0,1,0,1,1,1,1,0.858641346,0.434521023,0,0,1,0,0,1,0,0,1,0,0
850,1,0,0,0,0.154929577,1,0,0,1,0,0,0,0,1,0.308191819,0.068521893,0,1,0,0,1,0,0,0,0,1,0
851,0,0,1,0,0.732394366,1,0,0,1,0,0,1,1,1,0.756243745,0.56050862,1,0,1,0,0,1,0,1,0,0,0
852,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.56293707,0.006478833,1,0,1,0,1,0,0,0,0,1,0
853,1,0,0,0,0.028169014,1,0,0,0,0,0,0,0,1,0.515484523,0.020268747,0,0,1,0,1,0,0,0,0,1,0
854,1,0,0,1,0.112676056,1,0,0,0,0,1,1,1,1,0.507992016,0.063875164,0,1,0,0,1,0,0,0,1,0,0
855,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.616383607,0.00709724,1,0,1,0,1,0,0,0,0,1,0
856,0,0,1,0,0.774647887,1,1,1,1,1,0,0,0,1,0.745254749,0.605126449,0,0,1,0,0,1,0,0,0,1,0
857,0,0,1,1,0.225352113,1,0,0,0,0,0,0,0,1,0.503995996,0.130709438,1,0,1,0,1,0,0,0,0,1,0
858,1,0,1,1,0.14084507,1,1,0,0,0,1,0,1,1,0.477522455,0.083450367,1,1,0,0,1,0,0,0,0,1,0
859,0,0,0,0,0.084507042,1,0,0,0,0,0,0,0,1,0.509490532,0.058084089,0,0,1,0,1,0,0,0,0,1,0
860,0,0,0,0,0.253521127,1,1,0,0,0,0,0,1,1,0.673826164,0.17495737,1,0,1,0,1,0,0,1,0,0,0
861,1,0,1,1,0.028169014,1,0,0,0,0,0,0,1,1,0.616883138,0.026724462,1,0,1,0,1,0,0,0,0,1,0
862,0,0,0,0,0.323943662,1,1,0,1,0,0,1,0,1,0.719280739,0.261661615,1,0,1,0,1,0,0,0,1,0,0
863,1,0,1,1,0.85915493,1,1,0,0,0,0,1,1,1,0.51848148,0.494911163,0,1,0,0,1,0,0,0,1,0,0
864,0,0,0,0,0.225352113,1,1,1,0,0,0,0,1,0,0.471528464,0.126264985,0,1,0,0,1,0,0,1,0,0,0
865,0,0,1,1,0.887323944,1,0,1,0,1,1,1,0,0,0.506493499,0.511937581,0,1,0,0,0,0,1,0,0,0,1
866,1,0,0,0,0.014084507,1,1,0,0,0,0,0,0,1,0.57292708,0.014390985,1,0,1,0,1,0,0,0,0,1,0
867,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.272727253,0.003120936,1,1,0,0,1,0,0,0,0,0,1
868,0,0,0,0,0.408450704,1,1,1,1,1,0,0,0,0,0.717782222,0.323860702,0,0,1,0,0,1,0,1,0,0,0
869,1,0,1,0,0.676056338,1,1,1,0,0,0,1,1,1,0.822177795,0.55812745,0,0,1,0,1,0,0,0,0,0,1
870,0,0,1,0,0.845070423,1,1,1,0,1,1,0,1,0,0.567432544,0.544481989,0,1,0,0,0,0,1,0,1,0,0
871,0,0,1,1,0.647887324,1,1,0,1,0,0,1,0,0,0.685814145,0.462199099,0,0,1,0,1,0,0,0,0,1,0
872,0,0,0,0,0.267605634,1,0,1,0,1,0,0,1,0,0.458041966,0.159485621,0,1,0,0,1,0,0,0,1,0,0
873,0,0,1,1,0.464788732,1,0,0,0,0,0,1,0,0,0.596903118,0.294229163,1,0,1,0,1,0,0,0,0,1,0
874,0,0,0,1,0.746478873,1,0,1,1,0,1,1,1,1,0.872127844,0.671324942,0,0,1,0,0,1,0,0,0,1,0
875,0,1,1,0,0.845070423,1,1,0,1,1,1,1,0,1,0.796703315,0.699055027,0,0,1,0,0,1,0,0,0,0,1
876,0,0,0,0,0.028169014,1,1,0,0,0,0,0,0,1,0.583416544,0.024221933,1,0,1,0,1,0,0,0,0,1,0
877,1,1,0,0,0.211267606,1,1,0,0,0,0,1,1,1,0.775224779,0.174581702,1,0,1,0,1,0,0,0,0,1,0
878,1,0,1,1,0.028169014,1,0,0,1,0,0,1,0,1,0.401098903,0.017309638,0,1,0,0,1,0,0,0,1,0,0
879,0,0,0,0,0.408450704,1,1,1,0,0,0,0,1,1,0.459040952,0.216107493,0,1,0,0,1,0,0,0,0,0,1
880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.267232756,0.003057362,1,1,0,0,1,0,0,0,0,1,0
881,0,1,1,0,0.309859155,1,0,0,0,0,0,1,1,1,0.718281677,0.242554544,0,0,1,0,1,0,0,0,0,1,0
882,1,0,1,1,0.61971831,1,1,1,1,0,0,1,1,1,0.865134867,0.544666944,0,0,1,0,1,0,0,0,0,1,0
883,1,0,1,1,0.323943662,1,1,0,1,1,0,0,0,0,0.645354651,0.232821852,0,0,1,0,0,1,0,1,0,0,0
884,1,0,0,0,0.14084507,1,1,0,0,0,1,1,0,0,0.71528472,0.112018496,1,0,1,0,1,0,0,0,0,1,0
885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.264735253,0.003028464,1,1,0,0,1,0,0,0,0,0,1
886,1,0,1,0,0.774647887,1,1,0,0,1,1,1,1,0,0.845654302,0.661811888,0,0,1,0,0,0,1,1,0,0,0
887,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.571928094,0.006582864,1,0,1,0,1,0,0,0,0,1,0
888,1,0,0,0,0.084507042,1,0,0,0,0,0,0,1,1,0.606893128,0.058292157,1,0,1,0,1,0,0,0,0,1,0
889,1,1,1,0,0.76056338,1,0,0,0,1,1,1,0,0,0.701798222,0.553266846,0,0,1,0,0,0,1,0,1,0,0
890,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0.672827178,0.704164138,0,1,0,0,0,0,1,0,1,0,0
891,1,1,0,0,0.633802817,1,0,0,1,0,0,1,1,0,0.766233755,0.509215454,1,0,1,0,0,1,0,0,1,0,0
892,0,0,0,0,0.014084507,1,0,0,1,0,0,0,0,1,0.317182805,0.008542118,0,1,0,0,1,0,0,0,0,0,1
893,1,0,1,0,0.014084507,1,0,1,0,0,1,0,0,1,0.615384621,0.020309204,0,0,1,0,1,0,0,0,0,1,0
894,1,0,1,0,0.154929577,1,0,0,1,0,0,0,0,1,0.326673322,0.068573903,0,1,0,0,1,0,0,0,0,1,0
895,1,1,1,0,0.943661972,1,1,0,1,0,0,0,1,1,0.709790184,0.706111845,1,0,1,0,1,0,0,1,0,0,0
896,0,0,1,1,0.957746479,1,0,0,0,0,1,1,1,1,0.765734224,0.769004502,0,0,1,0,0,0,1,0,1,0,0
897,0,1,0,1,0.774647887,1,0,1,0,0,0,1,1,0,0.761738281,0.606322763,0,0,1,0,0,1,0,0,1,0,0
898,1,1,0,0,0.042253521,1,1,1,0,0,0,0,0,1,0.616383607,0.032925879,0,0,1,0,1,0,0,0,0,1,0
899,0,0,1,0,0.887323944,1,1,0,1,1,1,1,0,1,0.574925051,0.554827315,0,1,0,0,0,0,1,1,0,0,0
900,0,0,1,0,0.816901408,1,1,1,1,1,0,1,1,1,0.915084916,0.743152701,1,0,1,0,0,1,0,0,0,1,0
901,0,0,1,1,0.85915493,1,1,1,1,1,1,1,1,0,0.969030985,0.825337356,0,0,1,0,0,0,1,1,0,0,0
902,0,1,1,0,0.676056338,1,1,1,1,1,0,0,0,1,0.695804155,0.47861294,0,0,1,0,1,0,0,0,0,1,0
903,1,0,1,1,0.85915493,1,1,1,0,0,0,1,1,1,0.825174828,0.765149556,0,0,1,0,0,0,1,1,0,0,0
